"各行各业",0.9972602460421038
"什么意思",0.9962821233833921
"不好意思",0.9932701434453725
"随时随地",0.9923559178799957
"一步到位",0.9912420529478237
"众所周知",0.9907696228785109
"各种各样",0.9896135326367246
"小心翼翼",0.9891898843544836
"青梅竹马",0.9891637998383729
"迫不及待",0.9886410725214336
"莫名其妙",0.9883739774291089
"截然不同",0.9883127737433295
"前所未有",0.9876947087582325
"有问必答",0.9875906088904786
"一模一样",0.9870016915461256
"不可思议",0.9860857636853325
"难以置信",0.9860857636853325
"一言不发",0.9857643377566537
"一不小心",0.9856695398567146
"必不可少",0.9855247647643123
"独一无二",0.985426484171856
"与众不同",0.9851228190245772
"无论如何",0.9851228190245772
"一如既往",0.9850708768604786
"源源不断",0.9848591408428532
"顾名思义",0.9841831863021424
"北京大学",0.9840641415661737
"可想而知",0.9840641415661737
"恰到好处",0.984003892256445
"有朝一日",0.984003892256445
"高高在上",0.9837579048430469
"恍然大悟",0.9836318273283503
"热火朝天",0.9836318273283503
"不知所措",0.9835679944124869
"无可奈何",0.9835036229078457
"不知不觉",0.9833072061093158
"应有尽有",0.9831734367062077
"密密麻麻",0.9831056819647993
"破口大骂",0.9831056819647993
"似笑非笑",0.9829683934057735
"淋漓尽致",0.9828988435629971
"脱口而出",0.9827578915820893
"出乎意料",0.982686472519635
"自然而然",0.9826144131975468
"春夏秋冬",0.9825417047549905
"总而言之",0.9824683381648603
"念念不忘",0.9823195935783031
"咬牙切齿",0.9819355488306452
"眼花缭乱",0.9819355488306452
"自由自在",0.9819355488306452
"招贤纳士",0.9818565707746727
"不由自主",0.9817768451543413
"丰富多彩",0.9816963610426521
"突如其来",0.9816963610426521
"顺理成章",0.9816963610426521
"一字一句",0.9816151072959818
"不可收拾",0.9814502452073088
"耐人寻味",0.9814502452073088
"麻婆豆腐",0.9810237971450777
"五花八门",0.9809359572805089
"层出不穷",0.9809359572805089
"果不其然",0.9809359572805089
"欲罢不能",0.9809359572805089
"横冲直撞",0.9808472367861047
"一动不动",0.9807576220237384
"大名鼎鼎",0.9807576220237384
"爱不释手",0.9807576220237384
"有意无意",0.9806670990687223
"鱼目混珠",0.9806670990687223
"干干净净",0.9806670990687223
"整整齐齐",0.9804832714032089
"欲言又止",0.9804832714032089
"上当受骗",0.9804832714032089
"一言不合",0.9802003529991826
"一见钟情",0.9801040714302369
"五颜六色",0.9801040714302369
"心甘情愿",0.9801040714302369
"支支吾吾",0.9801040714302369
"漫不经心",0.9801040714302369
"目瞪口呆",0.9801040714302369
"惊慌失措",0.9800067754996584
"土木工程",0.9799084486939841
"不动声色",0.9798090741348998
"天下第一",0.9798090741348998
"意想不到",0.9798090741348998
"慢条斯理",0.9798090741348998
"吃喝玩乐",0.9797086345690315
"若隐若现",0.9797086345690315
"天龙八部",0.9796071123573898
"痛哭流涕",0.9796071123573898
"叽叽喳喳",0.9794007474468923
"噼里啪啦",0.9794007474468923
"一本正经",0.9792958674418616
"乱七八糟",0.9792958674418616
"居高临下",0.9792958674418616
"脱颖而出",0.9792958674418616
"一目了然",0.9792958674418616
"显而易见",0.9791898301549441
"一年一度",0.9790826158476273
"不顾一切",0.9790826158476273
"春暖花开",0.9790826158476273
"精益求精",0.9790826158476273
"息息相关",0.9789742043243601
"猝不及防",0.9789742043243601
"鬼使神差",0.9789742043243601
"铺天盖地",0.9788645749191481
"忍无可忍",0.9787537064816695
"情窦初开",0.9786415773628976
"各式各样",0.9785281654002023
"浩浩荡荡",0.9785281654002023
"跌跌撞撞",0.9785281654002023
"相依为命",0.9785281654002023
"清华大学",0.9784134479019133
"久而久之",0.9782974016313206
"想方设法",0.9782974016313206
"理所当然",0.9782974016313206
"井井有条",0.9781800027900854
"花花公子",0.9781800027900854
"哭哭啼啼",0.9779410492903552
"喋喋不休",0.9779410492903552
"自知之明",0.9779410492903552
"不择手段",0.9778194440690192
"交口称赞",0.9778194440690192
"津津有味",0.9778194440690192
"百无聊赖",0.9776963851136493
"人心惶惶",0.9775718455465532
"名副其实",0.9775718455465532
"国色天香",0.9775718455465532
"气势汹汹",0.9775718455465532
"一网打尽",0.9774457978150399
"人来人往",0.9774457978150399
"不在话下",0.9773182136699348
"喜笑颜开",0.9773182136699348
"实实在在",0.9773182136699348
"一年四季",0.9773182136699348
"事半功倍",0.9771890641432648
"无关紧要",0.9771890641432648
"格格不入",0.9771890641432648
"行云流水",0.9771890641432648
"不管不顾",0.9770583195250743
"引人注目",0.9770583195250743
"心满意足",0.9770583195250743
"愈演愈烈",0.9769259493393353
"泪流满面",0.9769259493393353
"若无其事",0.9769259493393353
"鬼鬼祟祟",0.9767919223189059
"面面相觑",0.9767919223189059
